N̼mero de Pedido,Cliente,Fecha del Pedido,Monto Total,Estado del Pedido,Ejecutivo Responsable,Producto Comprado
Pedido-3535,a01aj00000wQ0qBAAS,2024-08-20,4219.45,Enviado,a02aj000008MD5MAAW,Producto 272
Pedido-2243,a01aj00000wQ3k7AAC,2024-12-18,906.27,Entregado,a02aj000008MD5IAAW,Producto 210
Pedido-3683,a01aj00000wPw60AAC,2024-05-25,4551.43,Procesado,a02aj000008MD6QAAW,Producto 73
Pedido-4892,a01aj00000wPY7CAAW,2024-08-01,3038.45,Enviado,a02aj000008MD5eAAG,Producto 211
Pedido-1195,a01aj00000wQ3ooAAC,2024-11-18,3203.30,Entregado,a02aj000008MD69AAG,Producto 41
Pedido-3499,a01aj00000wQ3aEAAS,2024-07-20,1585.29,Pendiente,a02aj000008MD6KAAW,Producto 3
Pedido-4402,a01aj00000wQ3oqAAC,2025-02-06,3391.29,Procesado,a02aj000008MD5SAAW,Producto 276
Pedido-3781,a01aj00000wPw71AAC,2024-05-30,3181.62,Entregado,a02aj000008MD6CAAW,Producto 160
Pedido-4898,a01aj00000wQ3sqAAC,2024-06-30,3600.48,Enviado,a02aj000008MD5WAAW,Producto 207
Pedido-1589,a01aj00000wQ3uIAAS,2024-11-16,107.57,Entregado,a02aj000008MD5GAAW,Producto 188
Pedido-2375,a01aj00000wQ3ogAAC,2024-04-15,127.38,Pendiente,a02aj000008MD6GAAW,Producto 279
Pedido-902,a01aj00000wQ0qYAAS,2024-05-23,363.37,Procesado,a02aj000008MD6HAAW,Producto 58
Pedido-3086,a01aj00000wQ3hJAAS,2025-01-09,4795.30,Procesado,a02aj000008MD5MAAW,Producto 18
Pedido-3496,a01aj00000wQ3sGAAS,2024-11-17,1427.17,Enviado,a02aj000008MD6OAAW,Producto 135
Pedido-4432,a01aj00000wQ3fzAAC,2024-05-08,2626.66,Enviado,a02aj000008MD5kAAG,Producto 119
Pedido-777,a01aj00000wQ3foAAC,2024-09-18,1764.51,Procesado,a02aj000008MD65AAG,Producto 290
Pedido-2789,a01aj00000wQ3ssAAC,2025-02-17,825.14,Entregado,a02aj000008MD5nAAG,Producto 205
Pedido-4167,a01aj00000wQ3gFAAS,2024-10-08,4259.94,Enviado,a02aj000008MD5hAAG,Producto 34
Pedido-1284,a01aj00000wQ3nlAAC,2024-03-18,4663.40,Cancelado,a02aj000008MD66AAG,Producto 91
Pedido-2921,a01aj00000wQ3tXAAS,2024-02-29,4948.50,Cancelado,a02aj000008MD5XAAW,Producto 21
Pedido-3666,a01aj00000wQ3kiAAC,2024-10-25,827.88,Procesado,a02aj000008MD5VAAW,Producto 47
Pedido-3355,a01aj00000wQ0pUAAS,2024-05-16,213.77,Pendiente,a02aj000008MD5vAAG,Producto 223
Pedido-2899,a01aj00000wQ0q5AAC,2024-10-11,493.88,Entregado,a02aj000008MD5MAAW,Producto 233
Pedido-1335,a01aj00000wQ3qUAAS,2024-07-12,4036.26,Enviado,a02aj000008MD5dAAG,Producto 99
Pedido-1402,a01aj00000wPY84AAG,2024-11-09,405.98,Entregado,a02aj000008MD6GAAW,Producto 293
Pedido-880,a01aj00000wPY7GAAW,2024-09-08,1268.92,Pendiente,a02aj000008MD5eAAG,Producto 95
Pedido-2965,a01aj00000wQ3ZXAA0,2025-02-03,867.53,Entregado,a02aj000008MD6PAAW,Producto 178
Pedido-1862,a01aj00000wQ3omAAC,2024-08-23,2762.09,Pendiente,a02aj000008MD6NAAW,Producto 289
Pedido-3656,a01aj00000wQ0qMAAS,2025-02-06,2751.99,Enviado,a02aj000008MD5WAAW,Producto 294
Pedido-2426,a01aj00000wQ3c4AAC,2024-09-18,4865.89,Enviado,a02aj000008MD6DAAW,Producto 262
Pedido-3103,a01aj00000wQ3ZZAA0,2024-08-19,4168.32,Cancelado,a02aj000008MD5pAAG,Producto 220
Pedido-941,a01aj00000wQ0qlAAC,2025-01-31,4591.02,Cancelado,a02aj000008MD5qAAG,Producto 167
Pedido-1254,a01aj00000wQ0qrAAC,2024-04-24,3906.55,Entregado,a02aj000008MD6NAAW,Producto 49
Pedido-93,a01aj00000wQ3o2AAC,2024-10-28,4802.25,Procesado,a02aj000008MD5tAAG,Producto 141
Pedido-3522,a01aj00000wQ3iwAAC,2025-01-26,3583.34,Pendiente,a02aj000008MD5JAAW,Producto 248
Pedido-2805,a01aj00000wQ3j7AAC,2024-10-30,280.16,Enviado,a02aj000008MD5VAAW,Producto 248
Pedido-3766,a01aj00000wPw7LAAS,2025-01-18,2711.67,Cancelado,a02aj000008MD5kAAG,Producto 164
Pedido-2168,a01aj00000wQ3uMAAS,2025-01-08,2877.74,Cancelado,a02aj000008MD5cAAG,Producto 285
Pedido-930,a01aj00000wPY8DAAW,2024-11-22,4697.30,Pendiente,a02aj000008MD5mAAG,Producto 100
Pedido-1614,a01aj00000wQ3sPAAS,2024-10-13,3510.05,Cancelado,a02aj000008MD5fAAG,Producto 205
Pedido-667,a01aj00000wQ0qZAAS,2024-04-09,4993.85,Cancelado,a02aj000008MD62AAG,Producto 128
Pedido-2862,a01aj00000wPY8GAAW,2024-09-09,1491.64,Procesado,a02aj000008MD67AAG,Producto 46
Pedido-3409,a01aj00000wPw6IAAS,2024-12-06,1881.98,Pendiente,a02aj000008MD6MAAW,Producto 189
Pedido-1838,a01aj00000wQ3hjAAC,2024-09-25,3207.90,Cancelado,a02aj000008MD5qAAG,Producto 298
Pedido-3919,a01aj00000wQ3lGAAS,2024-10-12,1131.91,Cancelado,a02aj000008MD5ZAAW,Producto 42
Pedido-4521,a01aj00000wPw60AAC,2024-11-28,4147.39,Procesado,a02aj000008MD62AAG,Producto 189
Pedido-3127,a01aj00000wPw7LAAS,2024-09-18,4647.74,Enviado,a02aj000008MD5lAAG,Producto 70
Pedido-642,a01aj00000wQ3sEAAS,2024-11-29,1443.46,Entregado,a02aj000008MD5kAAG,Producto 19
Pedido-592,a01aj00000wQ3ZTAA0,2024-09-16,2982.50,Enviado,a02aj000008MD5iAAG,Producto 205
Pedido-2643,a01aj00000wQ3oLAAS,2024-06-10,2277.41,Entregado,a02aj000008MD5MAAW,Producto 58
Pedido-235,a01aj00000wQ3tKAAS,2025-01-25,2546.15,Pendiente,a02aj000008MD6LAAW,Producto 13
Pedido-938,a01aj00000wQ3fvAAC,2024-08-13,4443.08,Pendiente,a02aj000008MD5rAAG,Producto 59
Pedido-263,a01aj00000wQ3tjAAC,2024-12-06,4162.20,Entregado,a02aj000008MD5wAAG,Producto 187
Pedido-1382,a01aj00000wPw6gAAC,2024-09-28,1150.90,Enviado,a02aj000008MD5RAAW,Producto 124
Pedido-489,a01aj00000wQ3rFAAS,2024-06-08,4767.26,Procesado,a02aj000008MD66AAG,Producto 168
Pedido-2919,a01aj00000wPY7JAAW,2024-10-07,1862.46,Enviado,a02aj000008MD5vAAG,Producto 65
Pedido-1440,a01aj00000wQ3dYAAS,2024-04-15,1292.25,Enviado,a02aj000008MD5QAAW,Producto 219
Pedido-1988,a01aj00000wPw6FAAS,2024-03-13,4383.16,Pendiente,a02aj000008MD5sAAG,Producto 165
Pedido-3811,a01aj00000wQ3cAAAS,2024-12-01,4037.59,Procesado,a02aj000008MD66AAG,Producto 62
Pedido-919,a01aj00000wQ3Z4AAK,2024-03-09,2017.98,Enviado,a02aj000008MD5fAAG,Producto 109
Pedido-672,a01aj00000wQ3uGAAS,2024-07-01,1065.74,Cancelado,a02aj000008MD61AAG,Producto 80
Pedido-4202,a01aj00000wPY7rAAG,2024-07-29,4401.11,Procesado,a02aj000008MD66AAG,Producto 29
Pedido-892,a01aj00000wPY7KAAW,2024-04-25,3811.72,Cancelado,a02aj000008MD5yAAG,Producto 186
Pedido-3256,a01aj00000wQ3hkAAC,2024-08-05,2518.21,Enviado,a02aj000008MD5OAAW,Producto 253
Pedido-1088,a01aj00000wQ3fzAAC,2024-11-27,4899.54,Cancelado,a02aj000008MD5VAAW,Producto 21
Pedido-2308,a01aj00000wQ3lUAAS,2024-12-30,4672.37,Cancelado,a02aj000008MD6MAAW,Producto 244
Pedido-986,a01aj00000wQ3ZkAAK,2024-10-25,4016.93,Cancelado,a02aj000008MD5UAAW,Producto 61
Pedido-1178,a01aj00000wPY78AAG,2024-07-18,3661.39,Procesado,a02aj000008MD5kAAG,Producto 284
Pedido-548,a01aj00000wPw6uAAC,2024-12-10,3568.65,Entregado,a02aj000008MD61AAG,Producto 256
Pedido-1492,a01aj00000wPY6mAAG,2024-07-06,771.22,Procesado,a02aj000008MD6DAAW,Producto 298
Pedido-1478,a01aj00000wQ3jJAAS,2025-02-21,1590.09,Entregado,a02aj000008MD5WAAW,Producto 157
Pedido-1129,a01aj00000wQ3ZyAAK,2024-03-14,884.84,Procesado,a02aj000008MD5hAAG,Producto 169
Pedido-1295,a01aj00000wQ0qxAAC,2024-10-12,3274.27,Enviado,a02aj000008MD5nAAG,Producto 122
Pedido-56,a01aj00000wQ3rnAAC,2025-01-12,2075.11,Procesado,a02aj000008MD5VAAW,Producto 215
Pedido-411,a01aj00000wPw62AAC,2024-03-09,3848.80,Cancelado,a02aj000008MD5zAAG,Producto 161
Pedido-2244,a01aj00000wQ3fYAAS,2024-07-15,3773.00,Enviado,a02aj000008MD5UAAW,Producto 63
Pedido-907,a01aj00000wQ3rSAAS,2024-06-28,448.35,Pendiente,a02aj000008MD5TAAW,Producto 282
Pedido-3509,a01aj00000wQ3ZcAAK,2024-04-11,1264.61,Entregado,a02aj000008MD6FAAW,Producto 276
Pedido-2736,a01aj00000wQ0qbAAC,2025-02-22,3859.26,Enviado,a02aj000008MD5qAAG,Producto 5
Pedido-1128,a01aj00000wQ3iOAAS,2024-07-07,1298.59,Pendiente,a02aj000008MD5jAAG,Producto 175
Pedido-1447,a01aj00000wQ0q0AAC,2024-05-17,2816.21,Cancelado,a02aj000008MD5cAAG,Producto 254
Pedido-962,a01aj00000wQ3dHAAS,2024-08-04,3810.11,Pendiente,a02aj000008MD5IAAW,Producto 277
Pedido-4110,a01aj00000wPw6VAAS,2024-03-22,2439.17,Entregado,a02aj000008MD5WAAW,Producto 221
Pedido-1353,a01aj00000wQ3ZJAA0,2024-06-06,2267.02,Pendiente,a02aj000008MD5nAAG,Producto 269
Pedido-4977,a01aj00000wQ3h0AAC,2024-10-28,378.24,Cancelado,a02aj000008MD5rAAG,Producto 221
Pedido-2926,a01aj00000wPw6tAAC,2025-01-10,1647.67,Cancelado,a02aj000008MD5hAAG,Producto 17
Pedido-3671,a01aj00000wQ0qFAAS,2024-04-13,2433.55,Cancelado,a02aj000008MD6OAAW,Producto 158
Pedido-3639,a01aj00000wQ3dUAAS,2024-03-22,274.22,Enviado,a02aj000008MD5OAAW,Producto 115
Pedido-3449,a01aj00000wQ3i6AAC,2024-10-05,4055.75,Procesado,a02aj000008MD5nAAG,Producto 113
Pedido-797,a01aj00000wQ3ZoAAK,2024-05-09,3504.39,Enviado,a02aj000008MD5IAAW,Producto 106
Pedido-984,a01aj00000wPY7UAAW,2024-11-23,4103.01,Pendiente,a02aj000008MD5fAAG,Producto 6
Pedido-1783,a01aj00000wQ3jbAAC,2024-07-30,3097.73,Cancelado,a02aj000008MD5LAAW,Producto 56
Pedido-4160,a01aj00000wQ3oNAAS,2024-06-20,3751.72,Entregado,a02aj000008MD5yAAG,Producto 235
Pedido-488,a01aj00000wPY88AAG,2024-12-31,1333.13,Entregado,a02aj000008MD5mAAG,Producto 127
Pedido-3373,a01aj00000wQ3juAAC,2024-08-15,1520.84,Entregado,a02aj000008MD66AAG,Producto 217
Pedido-3968,a01aj00000wQ3h0AAC,2024-04-04,1554.00,Entregado,a02aj000008MD5HAAW,Producto 176
Pedido-844,a01aj00000wQ3ncAAC,2024-09-09,793.90,Procesado,a02aj000008MD5xAAG,Producto 118
Pedido-2574,a01aj00000wPw6lAAC,2024-07-27,3317.83,Cancelado,a02aj000008MD5MAAW,Producto 45
Pedido-4118,a01aj00000wQ3fBAAS,2024-03-13,134.99,Procesado,a02aj000008MD5VAAW,Producto 73
Pedido-4684,a01aj00000wQ0qCAAS,2024-03-22,3463.79,Enviado,a02aj000008MD5eAAG,Producto 171
Pedido-1931,a01aj00000wQ3rFAAS,2024-08-17,3730.91,Pendiente,a02aj000008MD5rAAG,Producto 175
Pedido-3779,a01aj00000wQ3szAAC,2024-12-01,163.78,Cancelado,a02aj000008MD5nAAG,Producto 138
Pedido-4822,a01aj00000wQ3ZKAA0,2024-04-11,4543.65,Enviado,a02aj000008MD5JAAW,Producto 7
Pedido-157,a01aj00000wQ3qpAAC,2024-03-12,1544.49,Enviado,a02aj000008MD68AAG,Producto 246
Pedido-2138,a01aj00000wQ3ofAAC,2025-01-24,454.83,Procesado,a02aj000008MD5fAAG,Producto 199
Pedido-318,a01aj00000wQ3iEAAS,2024-08-07,661.42,Enviado,a02aj000008MD5RAAW,Producto 128
Pedido-2626,a01aj00000wPY6oAAG,2024-03-05,465.81,Pendiente,a02aj000008MD5UAAW,Producto 125
Pedido-979,a01aj00000wQ3sKAAS,2025-02-19,3073.90,Pendiente,a02aj000008MD6CAAW,Producto 215
Pedido-221,a01aj00000wQ3oRAAS,2024-04-05,4135.25,Cancelado,a02aj000008MD5PAAW,Producto 17
Pedido-871,a01aj00000wQ3cGAAS,2024-08-30,4111.11,Enviado,a02aj000008MD6JAAW,Producto 56
Pedido-4726,a01aj00000wQ3uCAAS,2024-06-02,666.88,Pendiente,a02aj000008MD5xAAG,Producto 257
Pedido-4846,a01aj00000wPY7SAAW,2024-04-01,4938.27,Enviado,a02aj000008MD5SAAW,Producto 133
Pedido-1381,a01aj00000wQ3qfAAC,2025-02-02,281.62,Pendiente,a02aj000008MD6GAAW,Producto 33
Pedido-2957,a01aj00000wQ3tdAAC,2024-05-28,1914.67,Cancelado,a02aj000008MD63AAG,Producto 63
Pedido-419,a01aj00000wPw6MAAS,2024-08-05,2885.17,Pendiente,a02aj000008MD62AAG,Producto 119
Pedido-3090,a01aj00000wPw6DAAS,2025-01-30,1956.50,Pendiente,a02aj000008MD5NAAW,Producto 269
Pedido-4023,a01aj00000wQ3c8AAC,2024-03-29,729.50,Pendiente,a02aj000008MD5XAAW,Producto 77
Pedido-4124,a01aj00000wQ3dBAAS,2024-06-01,2109.71,Cancelado,a02aj000008MD5yAAG,Producto 206
Pedido-1935,a01aj00000wPY7sAAG,2024-04-10,4091.78,Procesado,a02aj000008MD63AAG,Producto 264
Pedido-460,a01aj00000wQ3uKAAS,2024-10-19,3749.17,Procesado,a02aj000008MD5cAAG,Producto 41
Pedido-3736,a01aj00000wQ0ppAAC,2024-08-07,3972.87,Enviado,a02aj000008MD5VAAW,Producto 213
Pedido-2993,a01aj00000wPY74AAG,2024-06-01,2134.62,Procesado,a02aj000008MD5aAAG,Producto 198
Pedido-1961,a01aj00000wQ3gYAAS,2024-11-26,2329.73,Pendiente,a02aj000008MD5FAAW,Producto 77
Pedido-2696,a01aj00000wQ3kHAAS,2024-09-18,1476.46,Entregado,a02aj000008MD5yAAG,Producto 64
Pedido-485,a01aj00000wQ3oBAAS,2024-09-15,3598.73,Cancelado,a02aj000008MD6HAAW,Producto 13
Pedido-4819,a01aj00000wQ3iAAAS,2024-12-30,235.41,Entregado,a02aj000008MD5qAAG,Producto 295
Pedido-3464,a01aj00000wQ3nHAAS,2024-12-21,4995.66,Enviado,a02aj000008MD5NAAW,Producto 288
Pedido-4747,a01aj00000wQ3kXAAS,2025-02-03,1616.10,Enviado,a02aj000008MD5gAAG,Producto 216
Pedido-3133,a01aj00000wQ3hiAAC,2024-11-30,793.37,Entregado,a02aj000008MD5FAAW,Producto 271
Pedido-3136,a01aj00000wPY6rAAG,2024-04-19,2769.98,Pendiente,a02aj000008MD5OAAW,Producto 179
Pedido-580,a01aj00000wQ3uIAAS,2025-01-22,1735.56,Entregado,a02aj000008MD64AAG,Producto 18
Pedido-3235,a01aj00000wQ3jNAAS,2024-10-03,341.54,Cancelado,a02aj000008MD6MAAW,Producto 6
Pedido-1238,a01aj00000wPw6dAAC,2025-01-20,2110.97,Entregado,a02aj000008MD5LAAW,Producto 48
Pedido-1684,a01aj00000wQ3dNAAS,2024-11-30,4134.49,Enviado,a02aj000008MD5XAAW,Producto 156
Pedido-634,a01aj00000wQ3fnAAC,2024-05-31,4639.46,Entregado,a02aj000008MD5oAAG,Producto 255
Pedido-4538,a01aj00000wQ3gHAAS,2024-04-26,2175.97,Enviado,a02aj000008MD6CAAW,Producto 187
Pedido-935,a01aj00000wQ3jcAAC,2024-06-05,373.62,Procesado,a02aj000008MD5JAAW,Producto 110
Pedido-2205,a01aj00000wQ0qVAAS,2024-11-20,2621.70,Pendiente,a02aj000008MD5YAAW,Producto 95
Pedido-3420,a01aj00000wQ3lVAAS,2024-03-26,546.27,Entregado,a02aj000008MD6LAAW,Producto 88
Pedido-1252,a01aj00000wQ3lDAAS,2024-08-07,4744.45,Cancelado,a02aj000008MD5HAAW,Producto 164
Pedido-2384,a01aj00000wQ3k9AAC,2024-03-07,2632.16,Pendiente,a02aj000008MD5PAAW,Producto 255
Pedido-3485,a01aj00000wPw75AAC,2024-12-14,453.47,Procesado,a02aj000008MD5wAAG,Producto 99
Pedido-1780,a01aj00000wQ0qPAAS,2024-07-24,2501.24,Cancelado,a02aj000008MD5oAAG,Producto 232
Pedido-4156,a01aj00000wQ3jdAAC,2025-02-22,2230.79,Procesado,a02aj000008MD6OAAW,Producto 186
Pedido-1132,a01aj00000wQ3cPAAS,2024-12-12,1440.71,Entregado,a02aj000008MD5aAAG,Producto 9
Pedido-4565,a01aj00000wQ3dDAAS,2024-12-09,4639.78,Procesado,a02aj000008MD62AAG,Producto 196
Pedido-528,a01aj00000wQ3jyAAC,2025-02-01,2800.28,Entregado,a02aj000008MD5vAAG,Producto 54
Pedido-3798,a01aj00000wPY88AAG,2024-02-27,2893.93,Entregado,a02aj000008MD5dAAG,Producto 234
Pedido-1317,a01aj00000wQ3uKAAS,2024-03-14,3846.60,Entregado,a02aj000008MD5MAAW,Producto 224
Pedido-4049,a01aj00000wQ3hEAAS,2024-10-14,3510.91,Pendiente,a02aj000008MD5kAAG,Producto 216
Pedido-585,a01aj00000wQ3tdAAC,2024-09-06,1889.90,Entregado,a02aj000008MD61AAG,Producto 266
Pedido-1610,a01aj00000wQ3uFAAS,2024-05-30,1238.06,Procesado,a02aj000008MD67AAG,Producto 176
Pedido-1021,a01aj00000wQ0pyAAC,2024-08-16,1300.71,Enviado,a02aj000008MD61AAG,Producto 181
Pedido-154,a01aj00000wPY7SAAW,2025-02-05,3727.60,Enviado,a02aj000008MD6GAAW,Producto 233
Pedido-2419,a01aj00000wQ3cfAAC,2024-04-08,1253.14,Enviado,a02aj000008MD5FAAW,Producto 208
Pedido-4301,a01aj00000wQ0qPAAS,2024-07-26,1921.67,Cancelado,a02aj000008MD5GAAW,Producto 248
Pedido-1005,a01aj00000wPw6mAAC,2024-04-10,4263.91,Pendiente,a02aj000008MD6GAAW,Producto 130
Pedido-103,a01aj00000wQ3YqAAK,2024-02-27,4610.89,Procesado,a02aj000008MD6OAAW,Producto 37
Pedido-1390,a01aj00000wPY6vAAG,2024-12-25,688.76,Cancelado,a02aj000008MD68AAG,Producto 113
Pedido-4540,a01aj00000wPw6RAAS,2024-10-31,831.66,Procesado,a02aj000008MD5LAAW,Producto 281
Pedido-3107,a01aj00000wPY6oAAG,2025-02-09,1444.20,Cancelado,a02aj000008MD6IAAW,Producto 108
Pedido-579,a01aj00000wQ0qoAAC,2024-05-04,4018.75,Procesado,a02aj000008MD5iAAG,Producto 28
Pedido-3988,a01aj00000wQ3gZAAS,2024-06-16,2423.39,Pendiente,a02aj000008MD5gAAG,Producto 111
Pedido-1849,a01aj00000wPY83AAG,2024-11-19,2950.27,Cancelado,a02aj000008MD5XAAW,Producto 225
Pedido-885,a01aj00000wQ3YtAAK,2024-10-16,2735.57,Cancelado,a02aj000008MD5JAAW,Producto 73
Pedido-3591,a01aj00000wQ3qXAAS,2025-02-11,479.45,Cancelado,a02aj000008MD6MAAW,Producto 115
Pedido-2166,a01aj00000wQ3gxAAC,2024-07-18,4031.11,Procesado,a02aj000008MD6BAAW,Producto 26
Pedido-729,a01aj00000wQ0pvAAC,2024-08-11,1162.92,Enviado,a02aj000008MD5GAAW,Producto 181
Pedido-1993,a01aj00000wPY6vAAG,2024-07-31,3547.41,Entregado,a02aj000008MD5RAAW,Producto 108
Pedido-4570,a01aj00000wQ0qqAAC,2024-07-31,2345.98,Procesado,a02aj000008MD5IAAW,Producto 81
Pedido-3911,a01aj00000wPY70AAG,2024-05-23,2780.13,Pendiente,a02aj000008MD5KAAW,Producto 218
Pedido-4311,a01aj00000wQ0puAAC,2024-07-29,999.31,Entregado,a02aj000008MD5JAAW,Producto 83
Pedido-990,a01aj00000wQ3fQAAS,2024-12-08,720.10,Cancelado,a02aj000008MD5SAAW,Producto 266
Pedido-3388,a01aj00000wQ3jNAAS,2024-10-27,2473.22,Cancelado,a02aj000008MD64AAG,Producto 128
Pedido-4981,a01aj00000wQ3r9AAC,2025-02-01,3019.26,Procesado,a02aj000008MD5qAAG,Producto 124
Pedido-4073,a01aj00000wQ3fwAAC,2024-10-07,4789.82,Pendiente,a02aj000008MD6BAAW,Producto 209
Pedido-4193,a01aj00000wQ3rtAAC,2024-10-22,2151.50,Entregado,a02aj000008MD6BAAW,Producto 94
Pedido-2895,a01aj00000wQ3gUAAS,2024-10-13,1683.23,Cancelado,a02aj000008MD6AAAW,Producto 56
Pedido-3413,a01aj00000wQ3ZeAAK,2024-04-22,2654.85,Entregado,a02aj000008MD5gAAG,Producto 16
Pedido-3224,a01aj00000wQ3fvAAC,2024-07-16,600.68,Procesado,a02aj000008MD5ZAAW,Producto 229
Pedido-1090,a01aj00000wQ3cMAAS,2024-04-03,817.62,Procesado,a02aj000008MD64AAG,Producto 40
Pedido-2114,a01aj00000wQ3Z7AAK,2024-03-01,4980.60,Cancelado,a02aj000008MD6IAAW,Producto 22
Pedido-4456,a01aj00000wPY78AAG,2024-03-24,1053.84,Procesado,a02aj000008MD5HAAW,Producto 206
Pedido-882,a01aj00000wQ0qnAAC,2024-10-10,1480.76,Cancelado,a02aj000008MD68AAG,Producto 282
Pedido-970,a01aj00000wQ0q8AAC,2024-12-12,3960.45,Cancelado,a02aj000008MD5UAAW,Producto 77
Pedido-3569,a01aj00000wQ3ZUAA0,2024-03-24,1439.09,Procesado,a02aj000008MD6JAAW,Producto 293
Pedido-4371,a01aj00000wQ3ZSAA0,2024-10-02,845.40,Cancelado,a02aj000008MD5OAAW,Producto 35
Pedido-2641,a01aj00000wPw6kAAC,2024-09-23,4024.74,Procesado,a02aj000008MD6QAAW,Producto 42
Pedido-4255,a01aj00000wQ3uMAAS,2024-03-28,3736.64,Cancelado,a02aj000008MD5bAAG,Producto 83
Pedido-438,a01aj00000wQ0qNAAS,2024-08-23,3052.16,Entregado,a02aj000008MD5WAAW,Producto 104
Pedido-4642,a01aj00000wQ3sGAAS,2024-07-25,2199.48,Entregado,a02aj000008MD5IAAW,Producto 127
Pedido-4632,a01aj00000wQ3jDAAS,2024-07-08,3984.70,Entregado,a02aj000008MD5cAAG,Producto 86
Pedido-2294,a01aj00000wQ3rpAAC,2024-12-20,1006.81,Pendiente,a02aj000008MD5ZAAW,Producto 130
Pedido-166,a01aj00000wPw63AAC,2024-05-18,920.33,Procesado,a02aj000008MD6JAAW,Producto 275
Pedido-4551,a01aj00000wQ3tjAAC,2024-05-25,4612.59,Pendiente,a02aj000008MD5sAAG,Producto 45
Pedido-4210,a01aj00000wQ0pxAAC,2024-05-21,4054.04,Enviado,a02aj000008MD5QAAW,Producto 83
Pedido-4637,a01aj00000wPw70AAC,2024-10-26,3909.50,Procesado,a02aj000008MD5GAAW,Producto 268
Pedido-173,a01aj00000wPY89AAG,2024-04-15,3094.03,Entregado,a02aj000008MD5VAAW,Producto 212
Pedido-908,a01aj00000wQ3dWAAS,2024-03-26,3357.58,Pendiente,a02aj000008MD6FAAW,Producto 209
Pedido-3676,a01aj00000wQ3nFAAS,2024-11-17,3966.17,Cancelado,a02aj000008MD5yAAG,Producto 63
Pedido-2129,a01aj00000wQ3fVAAS,2024-12-01,398.31,Procesado,a02aj000008MD5VAAW,Producto 48
Pedido-2418,a01aj00000wQ3sDAAS,2024-12-21,1918.30,Entregado,a02aj000008MD63AAG,Producto 146
Pedido-4128,a01aj00000wPY7zAAG,2024-09-13,986.05,Procesado,a02aj000008MD5uAAG,Producto 7
